user_id,country,age,subscription_type,signup_date,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day,,
3988,Brazil,34,Premium Family,14-04-2023,Active,0,0,Yes,No,4,3.18,Jazz,Lyrics,HiFi Audio,Smart Speaker,10,13,,
3989,Mexico,18,Premium Individual,02-07-2022,Active,2,0,No,No,4,9.43,Country,Podcasts,Social Listening,Car System,7,14,,
3990,Australia,45,Free,04-02-2019,Inactive,4,1,No,No,5,13.82,Latin,Discover Weekly,Lyrics Translation,Smart Speaker,9,5,,
3991,Indonesia,56,Premium Individual,29-11-2024,Active,0,0,Yes,No,5,1.07,Jazz,Playlists,Better AI Recommendations,Mobile,14,10,,
3992,Italy,47,Premium Duo,08-09-2023,Active,0,0,Yes,No,4,11.69,Pop,Lyrics,Better AI Recommendations,Tablet,7,8,,
3993,Australia,30,Student,21-12-2019,Active,0,0,No,No,4,7.57,Indie,Daily Mix,HiFi Audio,Tablet,4,7,,
3994,Canada,39,Free,15-01-2021,Active,1,0,No,No,5,12.41,Country,Offline Mode,Better AI Recommendations,Smart Speaker,6,15,,
3995,India,54,Free,08-11-2024,Active,1,0,No,No,4,6.62,R&B,Discover Weekly,Concert Alerts,Mobile,8,13,,
3996,Italy,37,Premium Individual,01-04-2019,Active,0,0,No,No,4,15.72,Jazz,AI DJ,Social Listening,Mobile,9,10,,
3997,France,53,Premium Individual,26-01-2018,Active,0,0,No,No,2,5.87,Hip-Hop,Daily Mix,Mood-based Auto Playlists,Smart Speaker,8,13,,
3998,India,40,Premium Duo,18-12-2021,Active,2,0,Yes,No,2,3.58,Electronic,Radio,HiFi Audio,Car System,9,11,,
3999,USA,23,Premium Individual,14-09-2024,Inactive,4,1,No,No,4,6.64,K-Pop,Podcasts,Mood-based Auto Playlists,Car System,7,7,,
4000,Canada,37,Premium Individual,16-10-2021,Active,1,0,No,No,5,7.47,Hip-Hop,AI DJ,Lyrics Translation,Smart Speaker,8,5,,
4001,Italy,35,Student,18-01-2026,Inactive,3,1,Yes,No,2,19.27,Country,Radio,Lyrics Translation,Mobile,7,13,,
4002,India,27,Premium Duo,06-08-2019,Active,1,0,No,No,5,15.64,Indie,AI DJ,Concert Alerts,Desktop,4,12,,
4003,Italy,53,Free,05-04-2018,Inactive,4,1,No,No,5,17.81,Bollywood,Daily Mix,Social Listening,Car System,9,14,,
4004,USA,45,Free,16-09-2018,Active,1,0,No,No,4,8.53,K-Pop,Podcasts,Social Listening,Desktop,6,12,,
4005,UK,36,Premium Family,02-02-2024,Active,2,0,No,No,3,6.77,Hip-Hop,Radio,Concert Alerts,Tablet,10,10,,
4006,UK,22,Premium Individual,19-06-2020,Active,1,0,Yes,No,2,8.38,Rock,Podcasts,Better AI Recommendations,Car System,14,15,,
4007,Italy,39,Free,09-01-2018,Active,0,0,No,No,4,21.3,Pop,Discover Weekly,Lyrics Translation,Tablet,10,7,,
4008,France,42,Free,02-06-2020,Inactive,4,1,No,No,5,13.85,Hip-Hop,AI DJ,Better AI Recommendations,Car System,8,8,,
4009,Canada,32,Premium Individual,31-12-2023,Active,0,0,No,No,3,14.67,Electronic,Radio,Social Listening,Mobile,13,8,,
4010,Australia,17,Free,18-09-2021,Inactive,3,1,Yes,No,4,6.72,R&B,Discover Weekly,Concert Alerts,Smart Speaker,10,14,,
4011,Australia,32,Premium Family,04-11-2018,Active,2,0,Yes,No,5,13.85,Bollywood,Offline Mode,Social Listening,Car System,4,9,,
4012,Spain,39,Free,22-10-2025,Active,0,0,Yes,No,3,7.68,Electronic,Podcasts,Concert Alerts,Desktop,8,13,,
4013,Indonesia,40,Premium Individual,26-10-2018,Active,0,0,Yes,No,5,4.15,Jazz,Podcasts,Mood-based Auto Playlists,Tablet,7,12,,
4014,France,32,Free,15-06-2024,Active,2,0,No,No,4,3.4,Jazz,Daily Mix,Lyrics Translation,Desktop,9,13,,
4015,Indonesia,17,Premium Individual,17-03-2018,Active,0,0,Yes,No,5,15.55,K-Pop,Discover Weekly,Lyrics Translation,Tablet,7,10,,
4016,India,32,Premium Individual,24-04-2021,Active,2,0,No,No,1,14.34,Bollywood,Daily Mix,Concert Alerts,Car System,5,11,,
4017,Germany,53,Free,08-03-2018,Active,0,0,Yes,No,5,18.33,Rock,Lyrics,Better AI Recommendations,Car System,7,5,,
4018,Germany,31,Premium Family,29-08-2018,Active,0,0,No,No,2,6.72,Rock,Playlists,Lyrics Translation,Tablet,7,5,,
4019,Mexico,57,Premium Individual,10-03-2024,Active,1,0,Yes,No,3,11.84,K-Pop,Lyrics,HiFi Audio,Desktop,5,7,,
4020,India,22,Free,22-02-2023,Active,0,0,No,No,4,5.04,Bollywood,Daily Mix,Mood-based Auto Playlists,Desktop,8,10,,
4021,India,37,Free,31-08-2024,Active,0,0,No,No,5,4.83,Country,Podcasts,Lyrics Translation,Desktop,3,12,,
4022,Brazil,32,Student,20-10-2018,Active,2,0,Yes,No,4,18.05,Pop,Lyrics,Concert Alerts,Tablet,14,10,,
4023,Spain,22,Free,27-11-2021,Active,1,0,No,No,4,21.85,Classical,Playlists,Lyrics Translation,Smart Speaker,7,9,,
4024,Brazil,45,Free,12-08-2019,Inactive,3,1,Yes,No,5,13.07,Hip-Hop,Offline Mode,Concert Alerts,Mobile,6,8,,
4025,Germany,31,Premium Individual,15-01-2023,Active,1,0,No,No,5,10.94,Pop,Radio,Better AI Recommendations,Desktop,9,11,,
4026,Canada,50,Premium Individual,02-01-2020,Active,1,0,No,No,3,4.03,Latin,AI DJ,Better AI Recommendations,Smart Speaker,10,7,,
4027,Italy,49,Free,31-01-2021,Active,0,0,No,No,3,11.72,Bollywood,Radio,Social Listening,Mobile,7,10,,
4028,India,46,Free,25-10-2021,Active,2,0,Yes,No,4,11.22,Rock,Playlists,HiFi Audio,Smart Speaker,8,11,,
4029,Germany,32,Premium Individual,06-07-2025,Active,0,0,No,No,1,13.74,R&B,Offline Mode,Mood-based Auto Playlists,Smart Speaker,5,7,,
4030,USA,55,Free,02-08-2022,Active,1,0,No,No,5,7.87,Jazz,Playlists,Social Listening,Car System,6,10,,
4031,France,28,Free,08-04-2024,Inactive,4,1,Yes,No,4,18.9,R&B,Lyrics,Mood-based Auto Playlists,Tablet,9,9,,
4032,Australia,17,Free,14-12-2018,Active,1,0,No,No,2,5.26,Classical,Daily Mix,Better AI Recommendations,Smart Speaker,4,7,,
4033,Australia,52,Student,01-02-2024,Active,0,0,Yes,No,4,6.74,Hip-Hop,AI DJ,Concert Alerts,Desktop,4,12,,
4034,Spain,25,Student,24-08-2018,Active,2,0,No,No,4,11.13,Classical,Podcasts,Lyrics Translation,Desktop,7,10,,
4035,Germany,37,Free,05-12-2022,Active,0,0,No,No,5,16.54,Pop,Discover Weekly,Mood-based Auto Playlists,Car System,7,13,,
4036,India,53,Free,29-01-2020,Active,0,0,Yes,No,5,11.12,Latin,Podcasts,Better AI Recommendations,Mobile,7,14,,
4037,Indonesia,43,Premium Individual,27-04-2021,Active,0,0,No,No,3,12.8,K-Pop,Playlists,Mood-based Auto Playlists,Desktop,5,11,,
4038,UK,16,Free,28-02-2020,Active,0,0,No,No,5,8.94,Hip-Hop,Discover Weekly,Better AI Recommendations,Tablet,10,10,,
4039,Germany,21,Free,26-08-2025,Active,1,0,No,No,3,8.5,Latin,Offline Mode,Concert Alerts,Desktop,6,14,,
4040,Spain,50,Student,31-12-2025,Active,1,0,No,No,5,8.81,Classical,Offline Mode,Lyrics Translation,Desktop,5,6,,
4041,USA,44,Free,25-06-2019,Inactive,9,1,Yes,Yes,2,11.38,R&B,Radio,Concert Alerts,Smart Speaker,15,12,,
4042,Brazil,59,Free,23-08-2024,Active,0,0,No,No,3,11.69,Jazz,Discover Weekly,Social Listening,Car System,10,7,,
4043,Germany,27,Premium Individual,11-01-2026,Active,0,0,No,No,4,6.9,Rock,AI DJ,Better AI Recommendations,Mobile,10,11,,
4044,Brazil,17,Premium Individual,05-01-2026,Inactive,3,1,Yes,Yes,4,1.57,Jazz,Radio,Lyrics Translation,Tablet,7,7,,
4045,Italy,39,Free,19-09-2024,Active,0,0,No,No,1,3.72,Jazz,Radio,Better AI Recommendations,Car System,4,11,,
4046,Indonesia,43,Free,03-08-2021,Inactive,3,1,Yes,Yes,4,8.32,Classical,Podcasts,Social Listening,Mobile,8,9,,
4047,France,31,Student,15-12-2020,Active,0,0,No,No,5,10.14,Country,Lyrics,Mood-based Auto Playlists,Tablet,4,14,,
4048,Italy,44,Premium Duo,16-09-2020,Inactive,6,1,Yes,No,2,5.4,K-Pop,Daily Mix,Social Listening,Tablet,8,8,,
4049,Australia,56,Free,07-05-2020,Active,1,0,Yes,No,5,4.88,Classical,AI DJ,HiFi Audio,Tablet,7,6,,
4050,Spain,30,Free,15-10-2025,Active,1,0,No,No,2,4.8,K-Pop,Podcasts,Lyrics Translation,Smart Speaker,5,13,,
4051,UK,30,Premium Individual,17-03-2019,Active,0,0,No,No,4,12,Jazz,Podcasts,Social Listening,Mobile,6,13,,
4052,Germany,53,Free,02-07-2020,Active,1,0,Yes,Yes,2,6.89,Country,Lyrics,Better AI Recommendations,Car System,5,8,,
4053,Canada,36,Premium Family,09-04-2019,Active,0,0,Yes,No,3,16.98,R&B,AI DJ,Mood-based Auto Playlists,Tablet,8,4,,
4054,Indonesia,41,Free,01-05-2023,Inactive,6,1,Yes,No,5,8.11,K-Pop,Daily Mix,Better AI Recommendations,Car System,10,13,,
4055,Australia,60,Free,14-04-2023,Active,0,0,No,No,5,17.17,Latin,Playlists,Social Listening,Smart Speaker,4,12,,
4056,Canada,36,Free,08-10-2019,Active,0,0,No,No,4,3.3,Latin,AI DJ,Concert Alerts,Tablet,6,11,,
4057,Italy,27,Free,08-04-2022,Active,0,0,Yes,No,4,11.46,K-Pop,Radio,Concert Alerts,Tablet,10,4,,
4058,Italy,22,Free,02-01-2024,Inactive,8,1,No,No,4,1.1,Latin,AI DJ,Concert Alerts,Smart Speaker,6,14,,
4059,Mexico,56,Premium Family,15-08-2025,Active,0,0,No,No,4,4.8,Pop,Podcasts,Mood-based Auto Playlists,Tablet,6,6,,
4060,Italy,47,Free,01-02-2019,Active,0,0,Yes,No,5,16.53,Hip-Hop,Podcasts,Mood-based Auto Playlists,Mobile,10,4,,
4061,Spain,20,Premium Duo,07-03-2019,Inactive,3,1,No,No,5,0.58,Latin,Daily Mix,HiFi Audio,Car System,8,11,,
4062,Brazil,58,Premium Family,11-09-2020,Active,2,0,No,No,4,2.03,Classical,Daily Mix,Social Listening,Car System,12,8,,
4063,Italy,24,Premium Family,26-02-2022,Active,0,0,No,No,5,8.29,Jazz,Radio,Mood-based Auto Playlists,Car System,10,14,,
4064,Italy,55,Free,10-12-2018,Inactive,3,1,No,No,5,15.26,Pop,Lyrics,Concert Alerts,Desktop,8,9,,
4065,Canada,42,Premium Individual,01-08-2025,Active,2,0,No,No,4,7.29,Country,AI DJ,HiFi Audio,Smart Speaker,9,7,,
4066,Canada,46,Free,20-04-2023,Active,0,0,No,No,3,15.62,Classical,Playlists,Concert Alerts,Smart Speaker,4,7,,
4067,Mexico,55,Free,27-03-2022,Active,1,0,Yes,No,5,14.15,Classical,Podcasts,Mood-based Auto Playlists,Desktop,7,8,,
4068,Indonesia,47,Premium Duo,30-09-2022,Inactive,3,1,No,No,1,2.67,Pop,Daily Mix,Lyrics Translation,Mobile,8,8,,
4069,Mexico,45,Premium Individual,02-02-2020,Active,1,0,No,No,4,9.21,R&B,Discover Weekly,Lyrics Translation,Desktop,4,10,,
4070,USA,51,Premium Family,24-03-2021,Inactive,8,1,No,No,5,6.04,Electronic,Discover Weekly,Concert Alerts,Tablet,11,10,,
4071,Australia,54,Premium Duo,26-01-2019,Active,0,0,No,No,3,11.17,Latin,Lyrics,Social Listening,Tablet,9,8,,
4072,Mexico,39,Free,30-03-2024,Active,0,0,Yes,Yes,4,4.43,Country,Podcasts,HiFi Audio,Smart Speaker,1,11,,
4073,India,54,Premium Individual,01-07-2020,Active,0,0,No,No,5,13.34,Hip-Hop,AI DJ,Mood-based Auto Playlists,Desktop,12,7,,
4074,Spain,31,Premium Individual,26-01-2025,Inactive,7,1,No,No,4,14.25,Latin,Lyrics,Social Listening,Car System,7,8,,
4075,Brazil,41,Free,11-10-2020,Inactive,3,1,Yes,No,5,7.11,Electronic,Discover Weekly,HiFi Audio,Mobile,10,8,,
4076,Brazil,43,Free,25-08-2023,Active,0,0,Yes,No,3,13.73,R&B,Podcasts,Mood-based Auto Playlists,Mobile,7,7,,
4077,Indonesia,57,Free,17-01-2024,Active,0,0,No,No,3,7.71,Hip-Hop,Radio,Social Listening,Car System,8,7,,
4078,France,29,Free,09-08-2019,Inactive,3,1,No,No,4,6.47,Jazz,AI DJ,Mood-based Auto Playlists,Mobile,10,13,,
4079,USA,38,Premium Family,21-07-2020,Active,1,0,No,No,3,12.44,Country,Podcasts,Better AI Recommendations,Tablet,5,9,,
4080,Canada,20,Premium Individual,18-09-2021,Active,1,0,No,No,5,12.72,Latin,Podcasts,HiFi Audio,Tablet,11,14,,
4081,Mexico,35,Premium Individual,19-10-2018,Active,3,1,No,No,4,2.91,Bollywood,Radio,Concert Alerts,Tablet,5,7,,
4082,Canada,46,Free,28-04-2019,Active,1,0,No,No,4,13.99,Hip-Hop,AI DJ,Better AI Recommendations,Tablet,13,12,,
4083,France,45,Student,09-01-2020,Active,0,0,No,No,5,15.84,Country,Lyrics,Mood-based Auto Playlists,Mobile,9,8,,
4084,Germany,58,Free,26-01-2025,Active,1,0,No,No,4,14.59,Rock,Radio,Lyrics Translation,Desktop,5,7,,
4085,France,20,Student,04-04-2023,Inactive,3,1,Yes,Yes,4,15.65,Electronic,Offline Mode,Concert Alerts,Smart Speaker,3,13,,
4086,India,18,Premium Family,02-07-2024,Active,1,0,No,No,5,8.4,K-Pop,AI DJ,Concert Alerts,Mobile,6,9,,
4087,India,43,Premium Individual,06-11-2023,Active,0,0,No,No,3,14.3,Classical,Offline Mode,Mood-based Auto Playlists,Smart Speaker,11,6,,
4088,UK,17,Free,09-02-2020,Active,0,0,No,No,3,13.03,Electronic,AI DJ,Better AI Recommendations,Mobile,11,6,,
4089,India,24,Premium Individual,25-11-2023,Active,0,0,Yes,No,3,13.59,K-Pop,Discover Weekly,Concert Alerts,Car System,10,9,,
4090,France,38,Free,08-04-2020,Active,2,0,No,No,3,5.86,Jazz,Playlists,Lyrics Translation,Car System,8,16,,
4091,Brazil,29,Free,22-08-2022,Active,1,0,Yes,No,3,12.78,Indie,Discover Weekly,Social Listening,Tablet,9,12,,
4092,France,28,Premium Individual,05-01-2022,Active,1,0,Yes,No,4,5.12,Electronic,Radio,Social Listening,Smart Speaker,10,7,,
4093,Australia,32,Free,29-01-2024,Inactive,3,1,No,No,3,10.02,Pop,Discover Weekly,Mood-based Auto Playlists,Tablet,8,10,,
4094,Australia,16,Premium Individual,06-04-2020,Active,1,0,No,No,5,15.47,Classical,Podcasts,Lyrics Translation,Tablet,6,10,,
4095,Canada,36,Premium Individual,19-10-2020,Active,1,0,No,No,2,9.75,R&B,Lyrics,Lyrics Translation,Tablet,13,11,,
4096,Brazil,19,Premium Individual,13-08-2023,Active,0,0,No,No,3,15.81,K-Pop,Discover Weekly,Social Listening,Car System,7,16,,
4097,Indonesia,16,Free,30-05-2018,Active,1,0,Yes,No,4,8.01,Bollywood,Podcasts,Mood-based Auto Playlists,Smart Speaker,6,4,,
4098,India,22,Premium Individual,01-11-2024,Active,0,0,Yes,No,4,10.94,Bollywood,Offline Mode,HiFi Audio,Tablet,8,9,,
4099,Germany,40,Free,11-04-2018,Active,0,0,No,No,4,16.74,Hip-Hop,Daily Mix,Mood-based Auto Playlists,Mobile,5,19,,
4100,Indonesia,42,Free,17-11-2023,Active,0,0,No,No,3,11.11,K-Pop,Daily Mix,Social Listening,Smart Speaker,10,15,,
4101,India,38,Premium Individual,01-12-2022,Active,0,0,No,No,3,3.73,K-Pop,Radio,Social Listening,Smart Speaker,8,9,,
4102,Indonesia,55,Premium Individual,09-03-2018,Active,2,0,Yes,No,4,9.78,Bollywood,Radio,Concert Alerts,Smart Speaker,5,15,,
4103,Australia,44,Free,07-11-2025,Inactive,5,1,No,No,5,15.7,Bollywood,Lyrics,HiFi Audio,Desktop,9,17,,
4104,France,53,Free,03-08-2019,Inactive,3,1,No,No,5,11.66,Latin,Podcasts,Lyrics Translation,Car System,4,8,,
4105,Australia,59,Student,25-05-2018,Active,0,0,Yes,Yes,4,12.53,Hip-Hop,Radio,Social Listening,Desktop,11,13,,
4106,India,56,Premium Duo,04-01-2026,Active,1,0,No,No,4,11.89,Rock,Lyrics,Mood-based Auto Playlists,Mobile,8,8,,
4107,Italy,36,Premium Duo,18-03-2023,Active,1,0,No,No,5,2.53,Pop,Discover Weekly,Better AI Recommendations,Mobile,7,11,,
4108,Indonesia,50,Premium Duo,28-05-2024,Active,0,0,Yes,No,3,6.77,R&B,Daily Mix,Better AI Recommendations,Tablet,5,10,,
4109,Mexico,17,Premium Individual,02-04-2023,Active,0,0,No,No,5,8.77,R&B,Podcasts,Lyrics Translation,Car System,8,6,,
4110,India,37,Premium Duo,23-03-2021,Inactive,8,1,No,No,3,13.99,Bollywood,Playlists,Better AI Recommendations,Desktop,4,10,,
4111,Brazil,20,Free,30-11-2021,Inactive,3,1,Yes,Yes,3,10.26,Electronic,Lyrics,Social Listening,Smart Speaker,9,9,,
4112,Italy,16,Premium Individual,15-12-2022,Active,2,0,Yes,No,3,9.76,Electronic,Lyrics,Mood-based Auto Playlists,Desktop,7,15,,
4113,France,42,Premium Individual,18-11-2023,Active,2,0,No,No,1,6.54,Classical,Radio,Concert Alerts,Mobile,4,13,,
4114,Germany,46,Student,03-04-2019,Active,1,0,No,No,4,10.62,Rock,Daily Mix,Social Listening,Car System,10,11,,
4115,India,23,Free,09-01-2019,Inactive,3,1,Yes,No,5,4.94,Indie,Discover Weekly,HiFi Audio,Smart Speaker,8,14,,
4116,Australia,21,Free,06-01-2021,Active,1,0,Yes,Yes,5,15.25,Electronic,Offline Mode,Concert Alerts,Tablet,4,15,,
4117,Mexico,56,Premium Individual,17-12-2023,Active,2,0,No,No,4,10.72,Hip-Hop,Radio,HiFi Audio,Mobile,13,9,,
4118,UK,31,Premium Individual,16-10-2023,Active,1,0,No,No,2,5.15,Country,Radio,Social Listening,Mobile,5,7,,
4119,Spain,23,Premium Duo,09-06-2022,Active,0,0,Yes,No,5,12.56,K-Pop,Daily Mix,HiFi Audio,Car System,10,13,,
4120,India,36,Premium Duo,11-09-2025,Active,1,0,No,No,3,16.71,Electronic,Lyrics,Concert Alerts,Car System,8,13,,
4121,Spain,49,Premium Individual,24-10-2024,Active,0,0,Yes,Yes,4,9.2,Bollywood,Playlists,Better AI Recommendations,Desktop,6,8,,
4122,Italy,60,Free,27-08-2022,Active,0,0,No,No,5,16.45,Jazz,Podcasts,HiFi Audio,Desktop,9,5,,
4123,Germany,49,Premium Duo,15-05-2024,Active,7,1,Yes,No,2,14.09,Hip-Hop,Radio,Mood-based Auto Playlists,Tablet,11,7,,
4124,Italy,16,Student,09-02-2025,Active,0,0,Yes,No,5,8.38,Electronic,Discover Weekly,HiFi Audio,Mobile,1,8,,
4125,India,27,Premium Individual,03-12-2018,Active,0,0,No,No,4,15.25,Latin,Lyrics,Mood-based Auto Playlists,Tablet,10,14,,
4126,Mexico,30,Premium Individual,11-08-2020,Active,0,0,No,No,3,13.31,Classical,AI DJ,Better AI Recommendations,Smart Speaker,6,6,,
4127,USA,36,Premium Individual,15-12-2019,Active,2,0,No,No,5,10.84,Indie,Podcasts,Concert Alerts,Car System,6,7,,
4128,Australia,41,Premium Individual,30-10-2021,Active,2,0,No,No,5,10.75,Hip-Hop,AI DJ,HiFi Audio,Tablet,7,9,,
4129,UK,38,Premium Individual,05-09-2018,Active,1,0,No,No,3,10.86,Rock,Daily Mix,Better AI Recommendations,Tablet,9,8,,
4130,USA,58,Premium Individual,17-11-2022,Active,2,0,No,No,1,7.7,K-Pop,Podcasts,HiFi Audio,Smart Speaker,9,8,,
4131,USA,47,Free,09-06-2019,Inactive,3,1,Yes,No,4,16.76,Rock,Daily Mix,Concert Alerts,Smart Speaker,8,12,,
4132,Italy,49,Premium Individual,26-03-2020,Active,2,0,Yes,No,5,9.37,K-Pop,Daily Mix,Concert Alerts,Car System,6,14,,
4133,Italy,28,Premium Duo,30-01-2018,Active,0,0,No,No,5,3.13,Rock,Radio,Social Listening,Tablet,9,7,,
4134,UK,29,Premium Individual,10-10-2021,Active,0,0,Yes,No,4,4.82,Country,Radio,Mood-based Auto Playlists,Smart Speaker,9,4,,
4135,Brazil,60,Premium Duo,20-01-2023,Active,2,0,No,No,1,8.06,Latin,Playlists,Better AI Recommendations,Smart Speaker,8,7,,
4136,UK,35,Premium Duo,09-08-2020,Active,0,0,No,No,2,10.91,Pop,Offline Mode,Concert Alerts,Mobile,11,8,,
4137,India,40,Premium Duo,18-06-2018,Active,0,0,Yes,No,4,8.98,Bollywood,Daily Mix,Better AI Recommendations,Smart Speaker,8,12,,
4138,UK,52,Premium Family,06-06-2024,Active,1,0,Yes,Yes,1,8.62,Latin,Daily Mix,Lyrics Translation,Smart Speaker,5,12,,
4139,USA,22,Premium Duo,26-04-2022,Active,1,0,Yes,Yes,3,1.87,Rock,Playlists,Social Listening,Desktop,12,11,,
4140,France,35,Premium Individual,10-03-2019,Active,5,1,No,No,5,12.04,Electronic,Lyrics,Concert Alerts,Smart Speaker,11,10,,
4141,Indonesia,23,Premium Individual,27-01-2024,Active,0,0,No,No,4,19.3,Indie,Offline Mode,HiFi Audio,Desktop,5,6,,
4142,Spain,19,Premium Individual,15-06-2023,Active,3,1,No,No,3,11.84,K-Pop,Radio,Better AI Recommendations,Tablet,7,10,,
4143,France,21,Free,15-01-2026,Active,1,0,No,No,2,14.8,Country,Lyrics,Lyrics Translation,Car System,6,8,,
4144,Spain,55,Premium Individual,12-10-2025,Inactive,3,1,No,No,4,14.33,Jazz,Lyrics,HiFi Audio,Mobile,9,7,,
4145,France,29,Free,12-05-2018,Active,1,0,No,No,3,15.09,Country,Discover Weekly,Social Listening,Desktop,7,14,,
4146,Italy,55,Free,31-05-2018,Active,0,0,Yes,No,4,11.62,Pop,Radio,Better AI Recommendations,Smart Speaker,14,17,,
4147,Canada,30,Free,08-12-2023,Active,0,0,No,No,4,14.59,K-Pop,Lyrics,Social Listening,Car System,8,13,,
4148,Germany,52,Free,17-12-2024,Active,1,0,No,No,4,7.61,Bollywood,Offline Mode,Mood-based Auto Playlists,Tablet,6,8,,
4149,France,41,Premium Family,20-09-2022,Active,2,0,No,No,5,10.1,K-Pop,Daily Mix,Mood-based Auto Playlists,Desktop,5,5,,
4150,Spain,25,Premium Individual,06-09-2020,Active,1,0,Yes,No,2,8.74,Jazz,Playlists,Concert Alerts,Desktop,10,12,,
4151,UK,56,Student,14-03-2025,Active,0,0,Yes,No,5,9.36,Electronic,Discover Weekly,Social Listening,Desktop,5,13,,
4152,Indonesia,27,Free,16-02-2023,Active,0,0,No,No,1,8.53,Bollywood,Podcasts,Concert Alerts,Tablet,14,13,,
4153,Germany,48,Premium Individual,12-01-2023,Active,2,0,Yes,No,5,13.47,Bollywood,Lyrics,Concert Alerts,Mobile,4,8,,
4154,Spain,35,Premium Individual,26-03-2023,Active,1,0,Yes,Yes,4,11.33,K-Pop,Discover Weekly,Mood-based Auto Playlists,Car System,11,9,,
4155,Brazil,50,Premium Family,11-06-2020,Active,0,0,No,No,4,16.18,Bollywood,Offline Mode,Social Listening,Smart Speaker,14,9,,
4156,Germany,46,Free,20-07-2020,Active,3,1,No,No,4,5.1,Bollywood,Playlists,Mood-based Auto Playlists,Tablet,8,11,,
4157,France,52,Free,20-05-2021,Active,0,0,Yes,No,5,10.2,Hip-Hop,Podcasts,HiFi Audio,Tablet,9,10,,
4158,Australia,53,Free,15-06-2025,Active,1,0,Yes,No,4,12.49,Hip-Hop,Offline Mode,HiFi Audio,Mobile,12,11,,
4159,Brazil,39,Free,13-03-2024,Active,0,0,No,No,5,13.62,Indie,AI DJ,Mood-based Auto Playlists,Tablet,10,15,,
4160,Canada,16,Student,14-04-2025,Active,0,0,No,No,5,10.16,Indie,Offline Mode,Social Listening,Smart Speaker,7,12,,
4161,Mexico,24,Premium Individual,30-01-2024,Active,0,0,No,No,5,4.52,Electronic,Playlists,Social Listening,Car System,5,13,,
4162,France,30,Free,29-10-2018,Inactive,3,1,Yes,Yes,3,16.34,Jazz,Discover Weekly,Better AI Recommendations,Car System,9,13,,
4163,France,56,Free,19-05-2025,Inactive,4,1,No,No,2,7.05,K-Pop,Radio,HiFi Audio,Tablet,11,8,,
4164,Germany,17,Premium Individual,21-06-2019,Inactive,10,1,No,No,5,17.77,K-Pop,Daily Mix,Better AI Recommendations,Smart Speaker,10,13,,
4165,Mexico,47,Premium Family,22-10-2019,Active,0,0,No,No,4,10.02,R&B,Discover Weekly,Mood-based Auto Playlists,Mobile,10,10,,
4166,Spain,16,Premium Individual,19-10-2019,Active,2,0,No,No,4,4.2,Electronic,Offline Mode,Concert Alerts,Desktop,7,8,,
4167,Germany,32,Premium Individual,30-01-2024,Active,0,0,No,No,4,12.44,Jazz,Lyrics,HiFi Audio,Car System,10,11,,
4168,Spain,40,Free,06-02-2022,Active,0,0,No,No,3,13.08,R&B,Daily Mix,Better AI Recommendations,Mobile,6,12,,
4169,Indonesia,46,Premium Individual,20-04-2020,Active,1,0,No,No,3,8.43,Country,Discover Weekly,Mood-based Auto Playlists,Desktop,4,14,,
4170,USA,59,Free,11-01-2018,Active,1,0,Yes,No,4,15.1,Electronic,Lyrics,Lyrics Translation,Tablet,12,12,,
4171,Indonesia,36,Free,25-09-2020,Active,2,0,No,No,4,7.07,Hip-Hop,Daily Mix,Mood-based Auto Playlists,Mobile,4,5,,
4172,France,39,Free,07-07-2019,Active,1,0,Yes,No,4,9.63,Hip-Hop,Discover Weekly,Mood-based Auto Playlists,Car System,7,14,,
4173,Indonesia,36,Premium Individual,31-08-2021,Active,0,0,No,No,4,10.37,Rock,Podcasts,HiFi Audio,Tablet,4,15,,
4174,India,17,Free,25-08-2019,Inactive,4,1,No,No,2,15.31,Electronic,Playlists,Mood-based Auto Playlists,Mobile,9,8,,
4175,UK,35,Premium Individual,01-09-2023,Active,0,0,No,No,3,12.56,Country,AI DJ,Better AI Recommendations,Car System,8,10,,
4176,Brazil,47,Premium Individual,01-09-2024,Active,2,0,No,No,5,9.33,Jazz,Playlists,Social Listening,Desktop,8,6,,
4177,Spain,16,Free,07-06-2025,Active,0,0,No,No,5,6.58,Jazz,Offline Mode,Mood-based Auto Playlists,Mobile,8,9,,
4178,Mexico,46,Free,17-04-2025,Inactive,4,1,Yes,Yes,5,3.98,K-Pop,Lyrics,HiFi Audio,Car System,8,10,,
4179,Italy,46,Free,16-02-2023,Active,1,0,Yes,No,4,14.14,Rock,AI DJ,Concert Alerts,Mobile,15,11,,
4180,France,23,Premium Individual,11-07-2019,Active,0,0,No,No,3,14.83,Electronic,Daily Mix,HiFi Audio,Tablet,7,14,,
4181,Indonesia,45,Free,15-08-2023,Active,1,0,No,No,4,12.82,Pop,Daily Mix,Concert Alerts,Car System,4,8,,
4182,Italy,23,Premium Individual,17-04-2024,Active,2,0,No,No,4,9.7,Country,Lyrics,Mood-based Auto Playlists,Car System,11,11,,
4183,France,36,Free,22-01-2018,Active,0,0,No,No,4,13.98,Electronic,Playlists,HiFi Audio,Smart Speaker,5,11,,
